"","workerid","trial","criticalComplicated","criticalSimple","langCondition","objCondition","response","responseSide","responseValue","word"
"10017","776","0","""5""","""34""","""long""","""2-2""","""34""","""left""","""simple""","""fepolopus"""
"10018","776","1","""58""","""57""","""short""","""1-4""","""57""","""right""","""simple""","""bugorn"""
"10019","776","2","""8""","""40""","""short""","""3-3""","""8""","""right""","""complex""","""gronan"""
"10020","776","3","""45""","""60""","""long""","""3-4""","""60""","""right""","""simple""","""gaburatum"""
"10021","776","4","""56""","""2""","""short""","""2-3""","""2""","""right""","""simple""","""torun"""
"10022","776","5","""38""","""31""","""short""","""4-5""","""31""","""left""","""simple""","""wugnum"""
"10023","776","6","""33""","""28""","""long""","""1-5""","""28""","""left""","""simple""","""binivatrus"""
"10024","776","7","""48""","""13""","""long""","""1-3""","""48""","""right""","""complex""","""tiburalex"""
"10025","777","0","""35""","""53""","""short""","""5-5""","""53""","""left""","""simple""","""bugorn"""
"10026","777","1","""60""","""57""","""short""","""1-3""","""60""","""left""","""complex""","""vatrus"""
"10027","777","2","""7""","""40""","""short""","""3-3""","""40""","""right""","""simple""","""wugnum"""
"10028","777","3","""59""","""13""","""long""","""1-1""","""13""","""left""","""simple""","""mipatorun"""
"10029","777","4","""25""","""54""","""long""","""1-5""","""54""","""right""","""simple""","""fepolopus"""
"10030","777","5","""18""","""31""","""long""","""4-4""","""18""","""left""","""complex""","""kibagronan"""
"10031","777","6","""32""","""6""","""long""","""2-5""","""32""","""left""","""complex""","""gaburatum"""
"10032","777","7","""2""","""20""","""short""","""1-2""","""2""","""right""","""complex""","""ralex"""
"10033","778","0","""33""","""48""","""short""","""3-5""","""33""","""left""","""complex""","""ralex"""
"10034","778","1","""4""","""2""","""long""","""2-2""","""2""","""right""","""simple""","""mipatorun"""
"10035","778","2","""30""","""16""","""long""","""3-4""","""30""","""left""","""complex""","""binivatrus"""
"10036","778","3","""27""","""3""","""long""","""1-5""","""27""","""right""","""complex""","""pakuwugnum"""
"10037","778","4","""42""","""49""","""short""","""2-4""","""49""","""right""","""simple""","""ratum"""
"10038","778","5","""40""","""12""","""short""","""3-3""","""12""","""left""","""simple""","""lopus"""
"10039","778","6","""15""","""44""","""long""","""1-1""","""44""","""right""","""simple""","""tupabugorn"""
"10040","778","7","""21""","""52""","""short""","""5-5""","""21""","""right""","""complex""","""gronan"""
"10041","779","0","""33""","""4""","""long""","""2-5""","""4""","""right""","""simple""","""fepolopus"""
"10042","779","1","""25""","""1""","""short""","""3-5""","""1""","""right""","""simple""","""ralex"""
"10043","779","2","""35""","""36""","""short""","""5-5""","""36""","""left""","""simple""","""bugorn"""
"10044","779","3","""31""","""8""","""long""","""3-4""","""8""","""right""","""simple""","""binivatrus"""
"10045","779","4","""49""","""10""","""short""","""2-2""","""10""","""left""","""simple""","""torun"""
"10046","779","5","""43""","""41""","""long""","""4-5""","""41""","""left""","""simple""","""pakuwugnum"""
"10047","779","6","""60""","""15""","""long""","""1-3""","""60""","""right""","""complex""","""kibagronan"""
"10048","779","7","""12""","""55""","""short""","""2-3""","""55""","""right""","""simple""","""ratum"""
"10049","78","0","""27""","""25""","""short""","""5-5""","""27""","""left""","""complex""","""lopus"""
"10050","78","1","""10""","""34""","""long""","""2-2""","""10""","""right""","""complex""","""tupabugorn"""
"10051","78","2","""36""","""44""","""long""","""1-5""","""36""","""left""","""complex""","""kibagronan"""
"10052","78","3","""50""","""60""","""long""","""3-3""","""50""","""right""","""complex""","""tiburalex"""
"10053","78","4","""53""","""39""","""long""","""3-5""","""39""","""right""","""simple""","""pakuwugnum"""
"10054","78","5","""7""","""29""","""short""","""1-3""","""7""","""right""","""complex""","""ratum"""
"10055","78","6","""56""","""22""","""short""","""2-3""","""56""","""left""","""complex""","""vatrus"""
"10056","78","7","""26""","""49""","""short""","""2-4""","""49""","""left""","""simple""","""torun"""
"10057","780","0","""35""","""3""","""long""","""1-5""","""3""","""right""","""simple""","""tupabugorn"""
"10058","780","1","""48""","""1""","""short""","""3-3""","""1""","""right""","""simple""","""torun"""
"10059","780","2","""25""","""49""","""long""","""2-5""","""49""","""left""","""simple""","""tiburalex"""
"10060","780","3","""40""","""6""","""short""","""2-3""","""6""","""left""","""simple""","""ratum"""
"10061","780","4","""30""","""13""","""short""","""1-4""","""13""","""right""","""simple""","""gronan"""
"10062","780","5","""11""","""5""","""long""","""2-4""","""11""","""right""","""complex""","""pakuwugnum"""
"10063","780","6","""2""","""55""","""long""","""2-2""","""55""","""right""","""simple""","""binivatrus"""
"10064","780","7","""53""","""33""","""short""","""5-5""","""53""","""left""","""complex""","""lopus"""
"10065","781","0","""22""","""4""","""long""","""2-2""","""4""","""right""","""simple""","""tupabugorn"""
"10066","781","1","""47""","""30""","""long""","""4-4""","""47""","""left""","""complex""","""tiburalex"""
"10067","781","2","""11""","""57""","""long""","""1-4""","""11""","""right""","""complex""","""gaburatum"""
"10068","781","3","""34""","""59""","""short""","""1-2""","""59""","""right""","""simple""","""wugnum"""
"10069","781","4","""51""","""8""","""short""","""3-4""","""8""","""right""","""simple""","""torun"""
"10070","781","5","""56""","""46""","""short""","""1-3""","""46""","""right""","""simple""","""lopus"""
"10071","781","6","""52""","""50""","""long""","""3-5""","""52""","""left""","""complex""","""kibagronan"""
"10072","781","7","""29""","""19""","""short""","""1-1""","""29""","""left""","""complex""","""vatrus"""
"10073","782","0","""40""","""46""","""short""","""1-3""","""40""","""left""","""complex""","""torun"""
"10074","782","1","""33""","""18""","""short""","""4-5""","""18""","""right""","""simple""","""bugorn"""
"10075","782","2","""21""","""50""","""long""","""3-5""","""50""","""right""","""simple""","""pakuwugnum"""
"10076","782","3","""26""","""51""","""short""","""4-4""","""26""","""left""","""complex""","""lopus"""
"10077","782","4","""53""","""10""","""long""","""2-5""","""53""","""left""","""complex""","""binivatrus"""
"10078","782","5","""4""","""9""","""long""","""2-2""","""9""","""left""","""simple""","""kibagronan"""
"10079","782","6","""8""","""37""","""long""","""2-3""","""8""","""right""","""complex""","""tiburalex"""
"10080","782","7","""42""","""17""","""short""","""2-4""","""17""","""right""","""simple""","""ratum"""
"10081","783","0","""30""","""20""","""short""","""1-4""","""30""","""right""","""complex""","""lopus"""
"10082","783","1","""19""","""59""","""long""","""1-1""","""59""","""left""","""simple""","""mipatorun"""
"10083","783","2","""7""","""40""","""short""","""3-3""","""40""","""left""","""simple""","""bugorn"""
"10084","783","3","""12""","""6""","""long""","""2-3""","""6""","""left""","""simple""","""tiburalex"""
"10085","783","4","""52""","""5""","""long""","""2-5""","""52""","""right""","""complex""","""kibagronan"""
"10086","783","5","""33""","""48""","""long""","""3-5""","""33""","""right""","""complex""","""pakuwugnum"""
"10087","783","6","""35""","""45""","""short""","""4-5""","""45""","""right""","""simple""","""vatrus"""
"10088","783","7","""47""","""16""","""short""","""3-4""","""16""","""right""","""simple""","""ratum"""
"10089","784","0","""17""","""13""","""long""","""1-2""","""17""","""left""","""complex""","""tiburalex"""
"10090","784","1","""56""","""54""","""short""","""1-3""","""54""","""right""","""simple""","""wugnum"""
"10091","784","2","""52""","""59""","""short""","""1-5""","""52""","""right""","""complex""","""vatrus"""
"10092","784","3","""14""","""18""","""short""","""4-5""","""14""","""left""","""complex""","""gronan"""
"10093","784","4","""43""","""50""","""short""","""3-5""","""43""","""right""","""complex""","""torun"""
"10094","784","5","""58""","""55""","""long""","""2-4""","""55""","""right""","""simple""","""gaburatum"""
"10095","784","6","""51""","""57""","""long""","""1-4""","""57""","""right""","""simple""","""tupabugorn"""
"10096","784","7","""12""","""37""","""long""","""2-3""","""37""","""left""","""simple""","""fepolopus"""
"10097","785","0","""38""","""56""","""long""","""3-5""","""38""","""right""","""complex""","""binivatrus"""
"10098","785","1","""4""","""59""","""short""","""1-2""","""59""","""right""","""simple""","""bugorn"""
"10099","785","2","""25""","""36""","""long""","""5-5""","""36""","""left""","""simple""","""kibagronan"""
"10100","785","3","""57""","""20""","""long""","""1-1""","""57""","""left""","""complex""","""pakuwugnum"""
"10101","785","4","""48""","""37""","""short""","""2-3""","""37""","""right""","""simple""","""ratum"""
"10102","785","5","""45""","""2""","""short""","""2-4""","""2""","""left""","""simple""","""torun"""
"10103","785","6","""43""","""15""","""long""","""1-5""","""15""","""left""","""simple""","""tiburalex"""
"10104","785","7","""33""","""17""","""short""","""2-5""","""17""","""left""","""simple""","""lopus"""
"10105","786","0","""41""","""42""","""long""","""4-4""","""41""","""right""","""complex""","""binivatrus"""
"10106","786","1","""35""","""30""","""long""","""4-5""","""30""","""right""","""simple""","""fepolopus"""
"10107","786","2","""52""","""29""","""short""","""1-5""","""29""","""right""","""simple""","""torun"""
"10108","786","3","""18""","""56""","""long""","""3-4""","""18""","""left""","""complex""","""kibagronan"""
"10109","786","4","""43""","""5""","""long""","""2-5""","""5""","""left""","""simple""","""gaburatum"""
"10110","786","5","""49""","""44""","""short""","""1-2""","""49""","""left""","""complex""","""wugnum"""
"10111","786","6","""60""","""46""","""short""","""1-3""","""60""","""right""","""complex""","""bugorn"""
"10112","786","7","""10""","""17""","""short""","""2-2""","""10""","""right""","""complex""","""ralex"""
"10113","787","0","""15""","""20""","""long""","""1-1""","""20""","""right""","""simple""","""kibagronan"""
"10114","787","1","""25""","""10""","""long""","""2-5""","""25""","""right""","""complex""","""tiburalex"""
"10115","787","2","""5""","""57""","""short""","""1-2""","""57""","""right""","""simple""","""bugorn"""
"10116","787","3","""7""","""9""","""long""","""2-3""","""9""","""left""","""simple""","""mipatorun"""
"10117","787","4","""35""","""41""","""long""","""4-5""","""35""","""left""","""complex""","""pakuwugnum"""
"10118","787","5","""27""","""53""","""short""","""5-5""","""27""","""left""","""complex""","""ratum"""
"10119","787","6","""37""","""55""","""short""","""2-2""","""37""","""left""","""complex""","""vatrus"""
"10120","787","7","""51""","""11""","""short""","""4-4""","""51""","""right""","""complex""","""lopus"""
"10121","788","0","""26""","""49""","""long""","""2-4""","""49""","""right""","""simple""","""fepolopus"""
"10122","788","1","""53""","""22""","""long""","""2-5""","""53""","""right""","""complex""","""tupabugorn"""
"10123","788","2","""14""","""21""","""long""","""5-5""","""14""","""left""","""complex""","""mipatorun"""
"10124","788","3","""41""","""54""","""short""","""1-4""","""54""","""right""","""simple""","""ratum"""
"10125","788","4","""44""","""46""","""short""","""1-1""","""44""","""right""","""complex""","""gronan"""
"10126","788","5","""12""","""15""","""short""","""1-3""","""12""","""left""","""complex""","""ralex"""
"10127","788","6","""45""","""1""","""long""","""3-4""","""45""","""left""","""complex""","""binivatrus"""
"10128","788","7","""56""","""60""","""short""","""3-3""","""56""","""left""","""complex""","""wugnum"""
"10129","789","0","""53""","""32""","""long""","""5-5""","""53""","""left""","""complex""","""kibagronan"""
"10130","789","1","""8""","""4""","""long""","""2-3""","""8""","""right""","""complex""","""mipatorun"""
"10131","789","2","""31""","""9""","""short""","""2-4""","""9""","""left""","""simple""","""lopus"""
"10132","789","3","""38""","""41""","""long""","""4-5""","""41""","""left""","""simple""","""tupabugorn"""
"10133","789","4","""58""","""3""","""short""","""1-4""","""3""","""right""","""simple""","""vatrus"""
"10134","789","5","""35""","""16""","""long""","""3-5""","""16""","""right""","""simple""","""gaburatum"""
"10135","789","6","""34""","""2""","""short""","""2-2""","""34""","""right""","""complex""","""wugnum"""
"10136","789","7","""43""","""22""","""short""","""2-5""","""43""","""right""","""complex""","""ralex"""
"10137","79","0","""44""","""13""","""long""","""1-1""","""44""","""left""","""complex""","""tiburalex"""
"10138","79","1","""18""","""7""","""short""","""3-4""","""18""","""left""","""complex""","""ratum"""
"10139","79","2","""31""","""26""","""short""","""4-4""","""31""","""left""","""complex""","""bugorn"""
"10140","79","3","""38""","""15""","""long""","""1-5""","""38""","""left""","""complex""","""mipatorun"""
"10141","79","4","""56""","""28""","""short""","""1-3""","""56""","""left""","""complex""","""wugnum"""
"10142","79","5","""35""","""53""","""long""","""5-5""","""53""","""right""","""simple""","""fepolopus"""
"10143","79","6","""8""","""55""","""long""","""2-3""","""8""","""right""","""complex""","""binivatrus"""
"10144","79","7","""23""","""57""","""short""","""1-4""","""57""","""right""","""simple""","""gronan"""
"10145","790","0","""21""","""50""","""short""","""3-5""","""21""","""right""","""complex""","""vatrus"""
"10146","790","1","""39""","""3""","""long""","""1-3""","""39""","""left""","""complex""","""tupabugorn"""
"10147","790","2","""41""","""46""","""short""","""1-4""","""46""","""right""","""simple""","""ralex"""
"10148","790","3","""27""","""18""","""long""","""4-5""","""18""","""left""","""simple""","""pakuwugnum"""
"10149","790","4","""14""","""29""","""short""","""1-5""","""29""","""right""","""simple""","""ratum"""
"10150","790","5","""59""","""54""","""long""","""1-1""","""54""","""right""","""simple""","""fepolopus"""
"10151","790","6","""60""","""40""","""long""","""3-3""","""40""","""right""","""simple""","""mipatorun"""
"10152","790","7","""38""","""6""","""short""","""2-5""","""38""","""left""","""complex""","""gronan"""
"10153","791","0","""7""","""48""","""short""","""3-3""","""48""","""left""","""simple""","""lopus"""
"10154","791","1","""10""","""6""","""long""","""2-2""","""10""","""right""","""complex""","""binivatrus"""
"10155","791","2","""47""","""56""","""short""","""3-4""","""47""","""right""","""complex""","""bugorn"""
"10156","791","3","""55""","""46""","""short""","""1-2""","""46""","""right""","""simple""","""ralex"""
"10157","791","4","""27""","""44""","""long""","""1-5""","""27""","""left""","""complex""","""kibagronan"""
"10158","791","5","""21""","""32""","""long""","""5-5""","""32""","""right""","""simple""","""mipatorun"""
"10159","791","6","""11""","""22""","""long""","""2-4""","""11""","""left""","""complex""","""pakuwugnum"""
"10160","791","7","""28""","""15""","""short""","""1-1""","""28""","""right""","""complex""","""ratum"""
"10161","792","0","""56""","""4""","""long""","""2-3""","""4""","""right""","""simple""","""tiburalex"""
"10162","792","1","""39""","""50""","""short""","""3-3""","""39""","""left""","""complex""","""lopus"""
"10163","792","2","""10""","""20""","""short""","""1-2""","""20""","""right""","""simple""","""ratum"""
"10164","792","3","""57""","""13""","""long""","""1-1""","""13""","""left""","""simple""","""kibagronan"""
"10165","792","4","""35""","""5""","""short""","""2-5""","""5""","""right""","""simple""","""vatrus"""
"10166","792","5","""53""","""25""","""long""","""5-5""","""53""","""right""","""complex""","""pakuwugnum"""
"10167","792","6","""21""","""12""","""long""","""3-5""","""21""","""right""","""complex""","""tupabugorn"""
"10168","792","7","""23""","""60""","""short""","""3-4""","""23""","""left""","""complex""","""torun"""
"10169","793","0","""54""","""46""","""long""","""1-1""","""54""","""right""","""complex""","""pakuwugnum"""
"10170","793","1","""35""","""26""","""short""","""4-5""","""35""","""left""","""complex""","""ratum"""
"10171","793","2","""14""","""4""","""short""","""2-5""","""4""","""left""","""simple""","""torun"""
"10172","793","3","""24""","""2""","""short""","""2-3""","""24""","""left""","""complex""","""gronan"""
"10173","793","4","""27""","""12""","""long""","""3-5""","""27""","""right""","""complex""","""fepolopus"""
"10174","793","5","""11""","""49""","""long""","""2-4""","""11""","""right""","""complex""","""binivatrus"""
"10175","793","6","""37""","""5""","""long""","""2-2""","""5""","""right""","""simple""","""tupabugorn"""
"10176","793","7","""9""","""13""","""short""","""1-2""","""13""","""right""","""simple""","""ralex"""
"10177","794","0","""6""","""4""","""short""","""2-2""","""4""","""left""","""simple""","""torun"""
"10178","794","1","""47""","""54""","""short""","""1-4""","""47""","""right""","""complex""","""lopus"""
"10179","794","2","""25""","""33""","""long""","""5-5""","""25""","""left""","""complex""","""gaburatum"""
"10180","794","3","""40""","""49""","""short""","""2-3""","""49""","""right""","""simple""","""wugnum"""
"10181","794","4","""17""","""44""","""long""","""1-2""","""17""","""right""","""complex""","""kibagronan"""
"10182","794","5","""8""","""29""","""long""","""1-3""","""8""","""right""","""complex""","""binivatrus"""
"10183","794","6","""15""","""13""","""long""","""1-1""","""13""","""left""","""simple""","""tupabugorn"""
"10184","794","7","""14""","""7""","""short""","""3-5""","""14""","""left""","""complex""","""ralex"""
"10185","795","0","""14""","""26""","""short""","""4-5""","""26""","""left""","""simple""","""torun"""
"10186","795","1","""16""","""28""","""long""","""1-3""","""16""","""left""","""complex""","""binivatrus"""
"10187","795","2","""38""","""4""","""long""","""2-5""","""38""","""left""","""complex""","""gaburatum"""
"10188","795","3","""58""","""7""","""short""","""3-4""","""58""","""left""","""complex""","""lopus"""
"10189","795","4","""42""","""37""","""short""","""2-4""","""37""","""right""","""simple""","""gronan"""
"10190","795","5","""34""","""49""","""short""","""2-2""","""49""","""right""","""simple""","""wugnum"""
"10191","795","6","""44""","""13""","""long""","""1-1""","""13""","""right""","""simple""","""tupabugorn"""
"10192","795","7","""43""","""15""","""long""","""1-5""","""43""","""right""","""complex""","""tiburalex"""
"10193","796","0","""58""","""15""","""short""","""1-4""","""58""","""right""","""complex""","""vatrus"""
"10194","796","1","""20""","""19""","""long""","""1-1""","""20""","""left""","""complex""","""pakuwugnum"""
"10195","796","2","""47""","""4""","""long""","""2-4""","""47""","""right""","""complex""","""tiburalex"""
"10196","796","3","""24""","""55""","""long""","""2-3""","""24""","""left""","""complex""","""gaburatum"""
"10197","796","4","""23""","""31""","""long""","""4-4""","""31""","""left""","""simple""","""fepolopus"""
"10198","796","5","""6""","""29""","""short""","""1-2""","""29""","""left""","""simple""","""gronan"""
"10199","796","6","""10""","""17""","""short""","""2-2""","""17""","""left""","""simple""","""bugorn"""
"10200","796","7","""1""","""12""","""short""","""3-3""","""12""","""right""","""simple""","""torun"""
"10201","797","0","""11""","""18""","""long""","""4-4""","""11""","""right""","""complex""","""tupabugorn"""
"10202","797","1","""31""","""55""","""short""","""2-4""","""31""","""left""","""complex""","""vatrus"""
"10203","797","2","""14""","""30""","""long""","""4-5""","""14""","""left""","""complex""","""mipatorun"""
"10204","797","3","""53""","""15""","""short""","""1-5""","""53""","""right""","""complex""","""gronan"""
"10205","797","4","""35""","""25""","""long""","""5-5""","""35""","""right""","""complex""","""fepolopus"""
"10206","797","5","""20""","""3""","""long""","""1-1""","""20""","""left""","""complex""","""pakuwugnum"""
"10207","797","6","""39""","""60""","""short""","""3-3""","""60""","""right""","""simple""","""ralex"""
"10208","797","7","""52""","""24""","""short""","""3-5""","""52""","""right""","""complex""","""ratum"""
"10209","798","0","""37""","""3""","""long""","""1-2""","""3""","""left""","""simple""","""gaburatum"""
"10210","798","1","""36""","""44""","""long""","""1-5""","""36""","""left""","""complex""","""tupabugorn"""
"10211","798","2","""51""","""12""","""short""","""3-4""","""12""","""left""","""simple""","""ralex"""
"10212","798","3","""45""","""55""","""short""","""2-4""","""55""","""right""","""simple""","""wugnum"""
"10213","798","4","""43""","""32""","""long""","""5-5""","""43""","""left""","""complex""","""binivatrus"""
"10214","798","5","""34""","""10""","""long""","""2-2""","""34""","""left""","""complex""","""fepolopus"""
"10215","798","6","""47""","""29""","""short""","""1-4""","""47""","""left""","""complex""","""gronan"""
"10216","798","7","""60""","""46""","""short""","""1-3""","""46""","""left""","""simple""","""torun"""
"10217","799","0","""12""","""55""","""long""","""2-3""","""55""","""right""","""simple""","""tupabugorn"""
"10218","799","1","""43""","""17""","""short""","""2-5""","""43""","""left""","""complex""","""wugnum"""
"10219","799","2","""25""","""46""","""short""","""1-5""","""46""","""right""","""simple""","""torun"""
"10220","799","3","""53""","""21""","""short""","""5-5""","""21""","""right""","""simple""","""gronan"""
"10221","799","4","""26""","""42""","""long""","""4-4""","""26""","""left""","""complex""","""gaburatum"""
"10222","799","5","""40""","""54""","""short""","""1-3""","""40""","""right""","""complex""","""vatrus"""
"10223","799","6","""10""","""28""","""long""","""1-2""","""10""","""right""","""complex""","""tiburalex"""
"10224","799","7","""34""","""4""","""long""","""2-2""","""4""","""right""","""simple""","""fepolopus"""
"10225","8","0","""27""","""59""","""short""","""1-5""","""27""","""left""","""complex""","""ratum"""
"10226","8","1","""13""","""57""","""short""","""1-1""","""57""","""left""","""simple""","""torun"""
"10227","8","2","""23""","""6""","""long""","""2-4""","""6""","""left""","""simple""","""tupabugorn"""
"10228","8","3","""45""","""16""","""short""","""3-4""","""16""","""right""","""simple""","""wugnum"""
"10229","8","4","""50""","""60""","""long""","""3-3""","""60""","""right""","""simple""","""kibagronan"""
"10230","8","5","""37""","""20""","""long""","""1-2""","""37""","""left""","""complex""","""fepolopus"""
"10231","8","6","""21""","""49""","""long""","""2-5""","""21""","""right""","""complex""","""tiburalex"""
"10232","8","7","""18""","""54""","""short""","""1-4""","""54""","""right""","""simple""","""vatrus"""
"10233","80","0","""38""","""30""","""short""","""4-5""","""30""","""left""","""simple""","""gronan"""
"10234","80","1","""33""","""4""","""long""","""2-5""","""33""","""left""","""complex""","""pakuwugnum"""
"10235","80","2","""22""","""9""","""long""","""2-2""","""9""","""left""","""simple""","""fepolopus"""
"10236","80","3","""55""","""20""","""short""","""1-2""","""55""","""left""","""complex""","""ralex"""
"10237","80","4","""51""","""11""","""short""","""4-4""","""11""","""right""","""simple""","""bugorn"""
"10238","80","5","""7""","""37""","""long""","""2-3""","""7""","""right""","""complex""","""mipatorun"""
"10239","80","6","""27""","""60""","""long""","""3-5""","""60""","""right""","""simple""","""binivatrus"""
"10240","80","7","""40""","""8""","""short""","""3-3""","""8""","""right""","""simple""","""ratum"""
"10241","800","0","""36""","""12""","""long""","""3-5""","""36""","""left""","""complex""","""tupabugorn"""
"10242","800","1","""21""","""46""","""short""","""1-5""","""21""","""right""","""complex""","""vatrus"""
"10243","800","2","""5""","""55""","""short""","""2-2""","""55""","""right""","""simple""","""torun"""
"10244","800","3","""58""","""60""","""short""","""3-4""","""60""","""right""","""simple""","""lopus"""
"10245","800","4","""18""","""30""","""long""","""4-4""","""30""","""left""","""simple""","""kibagronan"""
"10246","800","5","""56""","""20""","""short""","""1-3""","""20""","""left""","""simple""","""ralex"""
"10247","800","6","""45""","""15""","""long""","""1-4""","""45""","""left""","""complex""","""pakuwugnum"""
"10248","800","7","""16""","""49""","""long""","""2-3""","""16""","""left""","""complex""","""gaburatum"""
"10249","801","0","""28""","""44""","""short""","""1-1""","""44""","""left""","""simple""","""ralex"""
"10250","801","1","""53""","""26""","""long""","""4-5""","""26""","""left""","""simple""","""fepolopus"""
"10251","801","2","""42""","""47""","""long""","""4-4""","""42""","""right""","""complex""","""tupabugorn"""
"10252","801","3","""21""","""36""","""short""","""5-5""","""21""","""left""","""complex""","""ratum"""
"10253","801","4","""6""","""57""","""short""","""1-2""","""6""","""right""","""complex""","""gronan"""
"10254","801","5","""55""","""22""","""long""","""2-2""","""22""","""left""","""simple""","""binivatrus"""
"10255","801","6","""38""","""37""","""short""","""2-5""","""37""","""left""","""simple""","""torun"""
"10256","801","7","""1""","""4""","""long""","""2-3""","""4""","""right""","""simple""","""pakuwugnum"""
"10257","802","0","""9""","""5""","""short""","""2-2""","""5""","""right""","""simple""","""lopus"""
"10258","802","1","""7""","""13""","""short""","""1-3""","""13""","""left""","""simple""","""ralex"""
"10259","802","2","""26""","""46""","""short""","""1-4""","""46""","""left""","""simple""","""wugnum"""
"10260","802","3","""3""","""59""","""long""","""1-1""","""3""","""left""","""complex""","""kibagronan"""
"10261","802","4","""36""","""44""","""long""","""1-5""","""36""","""left""","""complex""","""mipatorun"""
"10262","802","5","""43""","""25""","""long""","""5-5""","""43""","""left""","""complex""","""tupabugorn"""
"10263","802","6","""47""","""48""","""long""","""3-4""","""47""","""left""","""complex""","""gaburatum"""
"10264","802","7","""2""","""20""","""short""","""1-2""","""20""","""left""","""simple""","""vatrus"""
"10265","803","0","""24""","""44""","""short""","""1-3""","""44""","""left""","""simple""","""torun"""
"10266","803","1","""11""","""2""","""long""","""2-4""","""11""","""right""","""complex""","""fepolopus"""
"10267","803","2","""49""","""59""","""long""","""1-2""","""49""","""right""","""complex""","""binivatrus"""
"10268","803","3","""35""","""56""","""short""","""3-5""","""56""","""right""","""simple""","""bugorn"""
"10269","803","4","""21""","""41""","""long""","""4-5""","""41""","""right""","""simple""","""tiburalex"""
"10270","803","5","""16""","""10""","""short""","""2-3""","""10""","""left""","""simple""","""wugnum"""
"10271","803","6","""58""","""54""","""short""","""1-4""","""54""","""right""","""simple""","""gronan"""
"10272","803","7","""47""","""1""","""long""","""3-4""","""47""","""right""","""complex""","""gaburatum"""
"10273","804","0","""21""","""49""","""long""","""2-5""","""49""","""left""","""simple""","""pakuwugnum"""
"10274","804","1","""60""","""4""","""long""","""2-3""","""60""","""left""","""complex""","""binivatrus"""
"10275","804","2","""25""","""3""","""long""","""1-5""","""3""","""right""","""simple""","""mipatorun"""
"10276","804","3","""11""","""22""","""short""","""2-4""","""11""","""left""","""complex""","""bugorn"""
"10277","804","4","""32""","""27""","""short""","""5-5""","""27""","""right""","""simple""","""ratum"""
"10278","804","5","""35""","""31""","""long""","""4-5""","""31""","""right""","""simple""","""fepolopus"""
"10279","804","6","""47""","""45""","""short""","""4-4""","""45""","""left""","""simple""","""gronan"""
"10280","804","7","""23""","""59""","""short""","""1-4""","""23""","""left""","""complex""","""ralex"""
"10281","805","0","""53""","""52""","""short""","""5-5""","""53""","""right""","""complex""","""torun"""
"10282","805","1","""38""","""34""","""long""","""2-5""","""38""","""left""","""complex""","""binivatrus"""
"10283","805","2","""30""","""46""","""long""","""1-4""","""46""","""right""","""simple""","""tupabugorn"""
"10284","805","3","""27""","""58""","""short""","""4-5""","""27""","""left""","""complex""","""lopus"""
"10285","805","4","""42""","""60""","""long""","""3-4""","""42""","""right""","""complex""","""tiburalex"""
"10286","805","5","""39""","""49""","""long""","""2-3""","""39""","""left""","""complex""","""kibagronan"""
"10287","805","6","""21""","""40""","""short""","""3-5""","""21""","""right""","""complex""","""wugnum"""
"10288","805","7","""22""","""3""","""short""","""1-2""","""22""","""left""","""complex""","""ratum"""
"10289","806","0","""45""","""56""","""long""","""3-4""","""45""","""left""","""complex""","""pakuwugnum"""
"10290","806","1","""35""","""46""","""short""","""1-5""","""46""","""right""","""simple""","""ratum"""
"10291","806","2","""48""","""19""","""short""","""1-3""","""19""","""right""","""simple""","""gronan"""
"10292","806","3","""28""","""15""","""long""","""1-1""","""28""","""left""","""complex""","""binivatrus"""
"10293","806","4","""51""","""41""","""short""","""4-4""","""41""","""right""","""simple""","""lopus"""
"10294","806","5","""34""","""20""","""short""","""1-2""","""20""","""left""","""simple""","""ralex"""
"10295","806","6","""52""","""6""","""long""","""2-5""","""52""","""left""","""complex""","""mipatorun"""
"10296","806","7","""43""","""36""","""long""","""5-5""","""43""","""left""","""complex""","""tupabugorn"""
"10297","807","0","""17""","""9""","""short""","""2-2""","""17""","""right""","""complex""","""gronan"""
"10298","807","1","""36""","""4""","""short""","""2-5""","""4""","""right""","""simple""","""lopus"""
"10299","807","2","""18""","""1""","""short""","""3-4""","""1""","""left""","""simple""","""vatrus"""
"10300","807","3","""8""","""5""","""long""","""2-3""","""8""","""right""","""complex""","""pakuwugnum"""
"10301","807","4","""10""","""28""","""long""","""1-2""","""28""","""right""","""simple""","""tupabugorn"""
"10302","807","5","""38""","""19""","""short""","""1-5""","""19""","""left""","""simple""","""ratum"""
"10303","807","6","""47""","""58""","""long""","""4-4""","""58""","""right""","""simple""","""tiburalex"""
"10304","807","7","""57""","""59""","""long""","""1-1""","""57""","""right""","""complex""","""mipatorun"""
"10305","808","0","""58""","""18""","""long""","""4-4""","""18""","""right""","""simple""","""kibagronan"""
"10306","808","1","""45""","""40""","""short""","""3-4""","""45""","""left""","""complex""","""bugorn"""
"10307","808","2","""53""","""9""","""long""","""2-5""","""53""","""right""","""complex""","""tiburalex"""
"10308","808","3","""52""","""7""","""short""","""3-5""","""7""","""right""","""simple""","""lopus"""
"10309","808","4","""38""","""25""","""long""","""5-5""","""38""","""left""","""complex""","""mipatorun"""
"10310","808","5","""39""","""55""","""long""","""2-3""","""39""","""left""","""complex""","""pakuwugnum"""
