subid ,trialnum,critORfill,word,pic1,pic2,pic1c,pic2c,side,chosenpic,response,trialtype,predicted response,date,time,birthdate,age ,male,exclusion ,trunc_age
102513-1,3,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/25/13,13:33,9/21/09,4.09,0,-,4
102513-1,4,critical,bapidokum,53,19,C,S,R,19,S,L,I,10/25/13,13:33,9/21/09,4.09,0,-,4
102513-1,5,critical,tibu,31,22,C,S,L,31,C,S,I,10/25/13,13:33,9/21/09,4.09,0,load,4
102513-1,6,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/25/13,13:34,9/21/09,4.09,0,-,4
102513-1,7,critical,kibagronan,46,35,S,C,R,35,C,L,C,10/25/13,13:34,9/21/09,4.09,0,-,4
102513-1,8,critical,tupa,28,18,S,C,L,28,S,S,C,10/25/13,13:34,9/21/09,4.09,0,-,4
102513-1,9,critical,fepo,15,52,S,C,R,52,C,S,I,10/25/13,13:34,9/21/09,4.09,0,-,4
102513-1,10,critical,mipatorun,43,37,C,S,L,43,C,L,C,10/25/13,13:34,9/21/09,4.09,0,-,4
102513-1,11,critical,gabu,33,3,C,S,L,33,C,S,I,10/25/13,13:34,9/21/09,4.09,0,-,4
102513-1,12,critical,pakuwugnum,57,32,S,C,L,57,S,L,I,10/25/13,13:35,9/21/09,4.09,0,-,4
102513-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/25/13,13:56,12/17/08,4.85,1,-,4
102513-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/25/13,13:56,12/17/08,4.85,1,-,4
102513-2,3,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/25/13,13:56,12/17/08,4.85,1,-,4
102513-2,4,critical,tiburalex,15,31,S,C,R,31,C,L,C,10/25/13,13:57,12/17/08,4.85,1,-,4
102513-2,5,critical,fepo,23,59,C,S,L,23,C,S,I,10/25/13,13:57,12/17/08,4.85,1,-,4
102513-2,6,critical,pakuwugnum,32,13,C,S,R,13,S,L,I,10/25/13,13:57,12/17/08,4.85,1,Click-switch,4
102513-2,7,critical,gaburatum,6,36,S,C,R,36,C,L,C,10/25/13,13:57,12/17/08,4.85,1,-,4
102513-2,8,critical,mipa,19,38,S,C,L,19,S,S,C,10/25/13,13:57,12/17/08,4.85,1,-,4
102513-2,9,critical,kibagronan,46,43,S,C,R,43,C,L,C,10/25/13,13:57,12/17/08,4.85,1,-,4
102513-2,10,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/25/13,13:57,12/17/08,4.85,1,-,4
102513-2,11,critical,tupa,33,57,C,S,R,57,S,S,C,10/25/13,13:57,12/17/08,4.85,1,Click-switch,4
102513-2,12,critical,bapi,44,27,S,C,R,27,C,S,I,10/25/13,13:57,12/17/08,4.85,1,Click-switch,4
102513-3,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/25/13,14:02,2/17/09,4.68,1,-,4
102513-3,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/25/13,14:02,2/17/09,4.68,1,-,4
102513-3,3,critical,mipa,20,38,S,C,R,38,C,S,I,10/25/13,14:02,2/17/09,4.68,1,-,4
102513-3,4,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/25/13,14:02,2/17/09,4.68,1,-,4
102513-3,5,critical,bapi,59,27,S,C,R,27,C,S,I,10/25/13,14:03,2/17/09,4.68,1,-,4
102513-3,6,critical,paku,25,6,C,S,L,25,C,S,I,10/25/13,14:03,2/17/09,4.68,1,-,4
102513-3,7,critical,kibagronan,53,46,C,S,L,53,C,L,C,10/25/13,14:03,2/17/09,4.68,1,-,4
102513-3,8,critical,tibu,37,35,S,C,L,37,S,S,C,10/25/13,14:03,2/17/09,4.68,1,-,4
102513-3,9,critical,fepolopus,3,51,S,C,R,51,C,L,C,10/25/13,14:03,2/17/09,4.68,1,-,4
102513-3,10,critical,gaburatum,18,44,C,S,R,44,S,L,I,10/25/13,14:03,2/17/09,4.68,1,-,4
102513-3,11,critical,tupabugorn,23,57,C,S,L,23,C,L,C,10/25/13,14:03,2/17/09,4.68,1,-,4
102513-3,12,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/25/13,14:04,2/17/09,4.68,1,-,4
102513-4,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/25/13,14:13,8/31/09,4.15,0,-,4
102513-4,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/25/13,14:13,8/31/09,4.15,0,-,4
102513-4,3,critical,bapidokum,29,43,S,C,R,43,C,L,C,10/25/13,14:13,8/31/09,4.15,0,-,4
102513-4,4,critical,fepo,46,14,S,C,R,14,C,S,I,10/25/13,14:13,8/31/09,4.15,0,-,4
102513-4,5,critical,tibu,15,33,S,C,R,33,C,S,I,10/25/13,14:14,8/31/09,4.15,0,-,4
102513-4,6,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/25/13,14:14,8/31/09,4.15,0,-,4
102513-4,7,critical,mipa,23,57,C,S,L,23,C,S,I,10/25/13,14:14,8/31/09,4.15,0,-,4
102513-4,8,critical,gaburatum,37,32,S,C,L,37,S,L,I,10/25/13,14:14,8/31/09,4.15,0,-,4
102513-4,9,critical,paku,27,59,C,S,L,27,C,S,I,10/25/13,14:14,8/31/09,4.15,0,-,4
102513-4,10,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/25/13,14:14,8/31/09,4.15,0,-,4
102513-4,11,critical,kibagronan,52,28,C,S,R,28,S,L,I,10/25/13,14:14,8/31/09,4.15,0,-,4
102513-4,12,critical,tupabugorn,36,22,C,S,R,22,S,L,I,10/25/13,14:14,8/31/09,4.15,0,-,4
102513-5,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/25/13,14:21,9/18/10,3.1,0,-,3
102513-5,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/25/13,14:21,9/18/10,3.1,0,-,3
102513-5,3,critical,fepolopus,18,13,C,S,L,18,C,L,C,10/25/13,14:21,9/18/10,3.1,0,-,3
102513-5,4,critical,tibu,46,53,S,C,L,46,S,S,C,10/25/13,14:21,9/18/10,3.1,0,-,3
102513-5,5,critical,mipa,15,36,S,C,L,15,S,S,C,10/25/13,14:21,9/18/10,3.1,0,-,3
102513-5,6,critical,bapi,51,29,C,S,L,51,C,S,I,10/25/13,14:21,9/18/10,3.1,0,-,3
102513-5,7,critical,kibagronan,14,59,C,S,L,14,C,L,C,10/25/13,14:22,9/18/10,3.1,0,-,3
102513-5,8,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/25/13,14:22,9/18/10,3.1,0,-,3
102513-5,9,critical,tupabugorn,3,25,S,C,L,3,S,L,I,10/25/13,14:22,9/18/10,3.1,0,-,3
102513-5,10,critical,paku,20,43,S,C,L,20,S,S,C,10/25/13,14:22,9/18/10,3.1,0,-,3
102513-5,11,critical,gaburatum,57,38,S,C,L,57,S,L,I,10/25/13,14:22,9/18/10,3.1,0,-,3
102513-5,12,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/25/13,14:22,9/18/10,3.1,0,-,3
102813-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,10/28/13,13:40,2/19/10,3.69,1,-,3
102813-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,10/28/13,13:41,2/19/10,3.69,1,-,3
102813-2,3,critical,paku,15,38,S,C,R,38,C,S,I,10/28/13,13:41,2/19/10,3.69,1,-,3
102813-2,4,critical,gaburatum,36,6,C,S,R,6,S,L,I,10/28/13,13:41,2/19/10,3.69,1,-,3
102813-2,5,critical,tiburalex,37,35,S,C,R,35,C,L,C,10/28/13,13:42,2/19/10,3.69,1,-,3
102813-2,6,critical,mipa,43,29,C,S,L,43,C,S,I,10/28/13,13:42,2/19/10,3.69,1,-,3
102813-2,7,critical,bapi,25,20,C,S,R,20,S,S,C,10/28/13,13:42,2/19/10,3.69,1,-,3
102813-2,8,critical,tupabugorn,59,52,S,C,R,52,C,L,C,10/28/13,13:42,2/19/10,3.69,1,-,3
102813-2,9,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,10/28/13,13:42,2/19/10,3.69,1,-,3
102813-2,10,critical,kiba,54,27,S,C,R,27,C,S,I,10/28/13,13:42,2/19/10,3.69,1,-,3
102813-2,11,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,10/28/13,13:42,2/19/10,3.69,1,-,3
102813-2,12,critical,fepolopus,53,46,C,S,R,46,S,L,I,10/28/13,13:42,2/19/10,3.69,1,Click-switch,3
11913-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/9/13,11:53,1/18/08,5.81,0,-,5
11913-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/9/13,11:53,1/18/08,5.81,0,-,5
11913-1,3,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/9/13,11:54,1/18/08,5.81,0,-,5
11913-1,4,critical,gabu,13,43,S,C,R,43,C,S,I,11/9/13,11:54,1/18/08,5.81,0,-,5
11913-1,5,critical,kibagronan,57,14,S,C,R,14,C,L,C,11/9/13,11:54,1/18/08,5.81,0,load,5
11913-1,6,critical,mipa,6,38,S,C,R,38,C,S,I,11/9/13,11:54,1/18/08,5.81,0,-,5
11913-1,7,critical,fepolopus,3,25,S,C,R,25,C,L,C,11/9/13,11:54,1/18/08,5.81,0,-,5
11913-1,8,critical,tupabugorn,36,37,C,S,L,36,C,L,C,11/9/13,11:54,1/18/08,5.81,0,-,5
11913-1,9,critical,paku,59,53,S,C,R,53,C,S,I,11/9/13,11:54,1/18/08,5.81,0,-,5
11913-1,10,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/9/13,11:54,1/18/08,5.81,0,-,5
11913-1,11,critical,tibu,22,33,S,C,R,33,C,S,I,11/9/13,11:54,1/18/08,5.81,0,-,5
11913-1,12,critical,bapidokum,23,28,C,S,R,28,S,L,I,11/9/13,11:54,1/18/08,5.81,0,load,5
11913-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/9/13,12:23,11/15/07,5.98,1,-,5
11913-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/9/13,12:23,11/15/07,5.98,1,-,5
11913-2,3,critical,bapi,52,19,C,S,R,19,S,S,C,11/9/13,12:24,11/15/07,5.98,1,-,5
11913-2,4,critical,tupabugorn,23,13,C,S,L,23,C,L,C,11/9/13,12:24,11/15/07,5.98,1,-,5
11913-2,5,critical,gaburatum,51,37,C,S,R,37,S,L,I,11/9/13,12:24,11/15/07,5.98,1,-,5
11913-2,6,critical,tiburalex,22,25,S,C,R,25,C,L,C,11/9/13,12:24,11/15/07,5.98,1,-,5
11913-2,7,critical,fepo,38,15,C,S,R,15,S,S,C,11/9/13,12:24,11/15/07,5.98,1,-,5
11913-2,8,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/9/13,12:24,11/15/07,5.98,1,-,5
11913-2,9,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/9/13,12:24,11/15/07,5.98,1,-,5
11913-2,10,critical,kiba,14,57,C,S,R,57,S,S,C,11/9/13,12:25,11/15/07,5.98,1,-,5
11913-2,11,critical,mipatorun,20,43,S,C,L,20,S,L,I,11/9/13,12:25,11/15/07,5.98,1,-,5
11913-2,12,critical,paku,31,28,C,S,L,31,C,S,I,11/9/13,12:25,11/15/07,5.98,1,-,5
11913-4,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/9/13,12:54,6/18/08,5.39,0,-,5
11913-4,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/9/13,12:54,6/18/08,5.39,0,-,5
11913-4,3,critical,tupa,13,35,S,C,L,13,S,S,C,11/9/13,12:54,6/18/08,5.39,0,-,5
11913-4,4,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/9/13,12:54,6/18/08,5.39,0,-,5
11913-4,5,critical,fepo,19,32,S,C,L,19,S,S,C,11/9/13,12:54,6/18/08,5.39,0,Click-switch,5
11913-4,6,critical,paku,27,22,C,S,L,27,C,S,I,11/9/13,12:54,6/18/08,5.39,0,-,5
11913-4,7,critical,kibagronan,53,15,C,S,L,53,C,L,C,11/9/13,12:54,6/18/08,5.39,0,-,5
11913-4,8,critical,bapi,54,33,S,C,L,54,S,S,C,11/9/13,12:54,6/18/08,5.39,0,-,5
11913-4,9,critical,mipatorun,51,20,C,S,R,20,S,L,I,11/9/13,12:54,6/18/08,5.39,0,-,5
11913-4,10,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/9/13,12:55,6/18/08,5.39,0,-,5
11913-4,11,critical,tiburalex,59,14,S,C,L,59,S,L,I,11/9/13,12:55,6/18/08,5.39,0,-,5
11913-4,12,critical,gaburatum,6,38,S,C,L,6,S,L,I,11/9/13,12:55,6/18/08,5.39,0,Click-switch,5
11913-5,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/9/13,13:48,1/27/08,5.79,1,-,5
11913-5,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/9/13,13:48,1/27/08,5.79,1,-,5
11913-5,3,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/9/13,13:48,1/27/08,5.79,1,-,5
11913-5,4,critical,tupabugorn,23,3,C,S,L,23,C,L,C,11/9/13,13:48,1/27/08,5.79,1,-,5
11913-5,5,critical,paku,22,14,S,C,R,14,C,S,I,11/9/13,13:48,1/27/08,5.79,1,-,5
11913-5,6,critical,mipatorun,57,51,S,C,R,51,C,L,C,11/9/13,13:48,1/27/08,5.79,1,-,5
11913-5,7,critical,bapidokum,27,28,C,S,L,27,C,L,C,11/9/13,13:48,1/27/08,5.79,1,-,5
11913-5,8,critical,gabu,33,15,C,S,L,33,C,S,I,11/9/13,13:48,1/27/08,5.79,1,-,5
11913-5,9,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/9/13,13:48,1/27/08,5.79,1,-,5
11913-5,10,critical,fepo,46,31,S,C,R,31,C,S,I,11/9/13,13:49,1/27/08,5.79,1,-,5
11913-5,11,critical,tibu,6,52,S,C,R,52,C,S,I,11/9/13,13:49,1/27/08,5.79,1,-,5
11913-5,12,critical,kibagronan,43,29,C,S,L,43,C,L,C,11/9/13,13:49,1/27/08,5.79,1,-,5
11913-6,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/9/13,14:11,10/16/08,5.07,1,-,5
11913-6,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/9/13,14:11,10/16/08,5.07,1,-,5
11913-6,3,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/9/13,14:11,10/16/08,5.07,1,-,5
11913-6,4,critical,gabu,15,31,S,C,R,31,C,S,I,11/9/13,14:11,10/16/08,5.07,1,-,5
11913-6,5,critical,pakuwugnum,18,29,C,S,R,29,S,L,I,11/9/13,14:11,10/16/08,5.07,1,-,5
11913-6,6,critical,bapidokum,51,19,C,S,L,51,C,L,C,11/9/13,14:12,10/16/08,5.07,1,-,5
11913-6,7,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/9/13,14:12,10/16/08,5.07,1,-,5
11913-6,8,critical,kiba,35,6,C,S,L,35,C,S,I,11/9/13,14:12,10/16/08,5.07,1,-,5
11913-6,9,critical,fepo,37,14,S,C,R,14,C,S,I,11/9/13,14:12,10/16/08,5.07,1,-,5
11913-6,10,critical,tiburalex,23,59,C,S,L,23,C,L,C,11/9/13,14:12,10/16/08,5.07,1,-,5
11913-6,11,critical,mipatorun,57,52,S,C,R,52,C,L,C,11/9/13,14:12,10/16/08,5.07,1,-,5
11913-6,12,critical,tupa,27,20,C,S,L,27,C,S,I,11/9/13,14:12,10/16/08,5.07,1,-,5
11913-7,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/9/13,15:16,1/1/08,5.86,0,-,5
11913-7,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/9/13,15:16,1/1/08,5.86,0,-,5
11913-7,3,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/9/13,15:16,1/1/08,5.86,0,-,5
11913-7,4,critical,mipa,53,44,C,S,R,44,S,S,C,11/9/13,15:16,1/1/08,5.86,0,-,5
11913-7,5,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/9/13,15:16,1/1/08,5.86,0,-,5
11913-7,6,critical,fepolopus,6,18,S,C,L,6,S,L,I,11/9/13,15:16,1/1/08,5.86,0,-,5
11913-7,7,critical,paku,33,57,C,S,R,57,S,S,C,11/9/13,15:16,1/1/08,5.86,0,-,5
11913-7,8,critical,gaburatum,46,43,S,C,R,43,C,L,C,11/9/13,15:16,1/1/08,5.86,0,-,5
11913-7,9,critical,kibagronan,35,28,C,S,L,35,C,L,C,11/9/13,15:17,1/1/08,5.86,0,-,5
11913-7,10,critical,bapidokum,15,27,S,C,L,15,S,L,I,11/9/13,15:17,1/1/08,5.86,0,-,5
11913-7,11,critical,tibu,23,22,C,S,L,23,C,S,I,11/9/13,15:17,1/1/08,5.86,0,-,5
11913-7,12,critical,tupa,19,51,S,C,R,51,C,S,I,11/9/13,15:17,1/1/08,5.86,0,-,5
11913-8,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/9/13,,1/1/08,5.86,0,-,5
11913-8,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/9/13,,1/1/08,5.86,0,-,5
11913-8,3,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/9/13,,1/1/08,5.86,0,-,5
11913-8,4,critical,gabu,37,27,S,C,R,27,C,S,I,11/9/13,,1/1/08,5.86,0,-,5
11913-8,5,critical,fepolopus,19,18,S,C,R,18,C,L,C,11/9/13,,1/1/08,5.86,0,-,5
11913-8,6,critical,tupabugorn,54,52,S,C,R,52,C,L,C,11/9/13,,1/1/08,5.86,0,-,5
11913-8,7,critical,tibu,53,44,C,S,R,44,S,S,C,11/9/13,,1/1/08,5.86,0,-,5
11913-8,8,critical,bapidokum,20,25,S,C,R,25,C,L,C,11/9/13,,1/1/08,5.86,0,-,5
11913-8,9,critical,paku,32,13,C,S,L,32,C,S,I,11/9/13,,1/1/08,5.86,0,-,5
11913-8,10,critical,kiba,31,3,C,S,L,31,C,S,I,11/9/13,,1/1/08,5.86,0,-,5
11913-8,11,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/9/13,,1/1/08,5.86,0,-,5
11913-8,12,critical,mipatorun,23,15,C,S,L,23,C,L,C,11/9/13,,1/1/08,5.86,0,-,5
111613-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/16/13,,9/6/08,5.19,1,-,5
111613-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/16/13,11:33,9/6/08,5.19,1,-,5
111613-1,3,critical,fepolopus,32,19,C,S,L,32,C,L,C,11/16/13,11:34,9/6/08,5.19,1,-,5
111613-1,4,critical,tiburalex,57,36,S,C,R,36,C,L,C,11/16/13,11:34,9/6/08,5.19,1,-,5
111613-1,5,critical,paku,51,28,C,S,R,28,S,S,C,11/16/13,11:34,9/6/08,5.19,1,-,5
111613-1,6,critical,tupabugorn,3,25,S,C,L,3,S,L,I,11/16/13,11:35,9/6/08,5.19,1,-,5
111613-1,7,critical,gabu,18,29,C,S,R,29,S,S,C,11/16/13,11:35,9/6/08,5.19,1,-,5
111613-1,8,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/16/13,11:35,9/6/08,5.19,1,-,5
111613-1,9,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/16/13,11:35,9/6/08,5.19,1,-,5
111613-1,10,critical,bapi,38,13,C,S,L,38,C,S,I,11/16/13,11:35,9/6/08,5.19,1,-,5
111613-1,11,critical,mipa,33,46,C,S,L,33,C,S,I,11/16/13,11:35,9/6/08,5.19,1,-,5
111613-1,12,critical,kibagronan,23,22,C,S,R,22,S,L,I,11/16/13,11:36,9/6/08,5.19,1,-,5
111613-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/16/13,11:49,9/7/08,5.19,1,-,5
111613-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/16/13,11:49,9/7/08,5.19,1,-,5
111613-2,3,critical,paku,3,38,S,C,R,38,C,S,I,11/16/13,11:49,9/7/08,5.19,1,-,5
111613-2,4,critical,kibagronan,13,33,S,C,R,33,C,L,C,11/16/13,11:49,9/7/08,5.19,1,-,5
111613-2,5,critical,tupabugorn,57,31,S,C,L,57,S,L,I,11/16/13,11:49,9/7/08,5.19,1,-,5
111613-2,6,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/16/13,11:49,9/7/08,5.19,1,-,5
111613-2,7,critical,bapidokum,14,54,C,S,L,14,C,L,C,11/16/13,11:49,9/7/08,5.19,1,-,5
111613-2,8,critical,gabu,15,52,S,C,R,52,C,S,I,11/16/13,11:49,9/7/08,5.19,1,-,5
111613-2,9,critical,mipa,20,43,S,C,L,20,S,S,C,11/16/13,11:50,9/7/08,5.19,1,-,5
111613-2,10,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/16/13,11:50,9/7/08,5.19,1,-,5
111613-2,11,critical,fepo,59,53,S,C,R,53,C,S,I,11/16/13,11:50,9/7/08,5.19,1,-,5
111613-2,12,critical,tiburalex,32,22,C,S,L,32,C,L,C,11/16/13,11:50,9/7/08,5.19,1,-,5
111613-3,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/16/13,11:58,9/9/08,5.19,0,-,5
111613-3,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/16/13,11:58,9/9/08,5.19,0,-,5
111613-3,3,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/16/13,11:58,9/9/08,5.19,0,-,5
111613-3,4,critical,mipatorun,15,27,S,C,R,27,C,L,C,11/16/13,11:58,9/9/08,5.19,0,-,5
111613-3,5,critical,tibu,51,28,C,S,L,51,C,S,I,11/16/13,11:58,9/9/08,5.19,0,-,5
111613-3,6,critical,pakuwugnum,46,18,S,C,R,18,C,L,C,11/16/13,11:58,9/9/08,5.19,0,-,5
111613-3,7,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/16/13,11:58,9/9/08,5.19,0,-,5
111613-3,8,critical,bapidokum,29,25,S,C,R,25,C,L,C,11/16/13,11:58,9/9/08,5.19,0,-,5
111613-3,9,critical,tupabugorn,53,54,C,S,L,53,C,L,C,11/16/13,11:58,9/9/08,5.19,0,-,5
111613-3,10,critical,kiba,43,19,C,S,R,19,S,S,C,11/16/13,11:58,9/9/08,5.19,0,-,5
111613-3,11,critical,gabu,35,44,C,S,L,35,C,S,I,11/16/13,11:59,9/9/08,5.19,0,-,5
111613-3,12,critical,fepo,31,6,C,S,R,6,S,S,C,11/16/13,11:59,9/9/08,5.19,0,-,5
111613-4,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/16/13,,8/31/08,5.21,0,-,5
111613-4,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/16/13,,8/31/08,5.21,0,-,5
111613-4,3,critical,tibu,46,52,S,C,L,46,S,S,C,11/16/13,,8/31/08,5.21,0,-,5
111613-4,4,critical,mipa,36,59,C,S,L,36,C,S,I,11/16/13,,8/31/08,5.21,0,-,5
111613-4,5,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/16/13,,8/31/08,5.21,0,-,5
111613-4,6,critical,pakuwugnum,29,31,S,C,L,29,S,L,I,11/16/13,,8/31/08,5.21,0,-,5
111613-4,7,critical,bapidokum,19,27,S,C,R,27,C,L,C,11/16/13,,8/31/08,5.21,0,-,5
111613-4,8,critical,tupa,54,18,S,C,L,54,S,S,C,11/16/13,,8/31/08,5.21,0,-,5
111613-4,9,critical,gaburatum,35,13,C,S,R,13,S,L,I,11/16/13,,8/31/08,5.21,0,-,5
111613-4,10,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/16/13,,8/31/08,5.21,0,-,5
111613-4,11,critical,kibagronan,22,38,S,C,L,22,S,L,I,11/16/13,,8/31/08,5.21,0,-,5
111613-4,12,critical,fepo,37,25,S,C,L,37,S,S,C,11/16/13,,8/31/08,5.21,0,-,5
111613-5,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/16/13,13:06,10/9/08,5.1,0,-,5
111613-5,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/16/13,13:06,10/9/08,5.1,0,-,5
111613-5,3,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/16/13,13:06,10/9/08,5.1,0,-,5
111613-5,4,critical,pakuwugnum,57,51,S,C,R,51,C,L,C,11/16/13,13:06,10/9/08,5.1,0,-,5
111613-5,5,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/16/13,13:06,10/9/08,5.1,0,-,5
111613-5,6,critical,tibu,59,35,S,C,R,35,C,S,I,11/16/13,13:06,10/9/08,5.1,0,-,5
111613-5,7,critical,mipa,44,53,S,C,R,53,C,S,I,11/16/13,13:07,10/9/08,5.1,0,-,5
111613-5,8,critical,bapidokum,19,43,S,C,R,43,C,L,C,11/16/13,13:07,10/9/08,5.1,0,-,5
111613-5,9,critical,fepolopus,15,52,S,C,R,52,C,L,C,11/16/13,13:07,10/9/08,5.1,0,-,5
111613-5,10,critical,gaburatum,31,22,C,S,L,31,C,L,C,11/16/13,13:07,10/9/08,5.1,0,-,5
111613-5,11,critical,kiba,54,25,S,C,L,54,S,S,C,11/16/13,13:07,10/9/08,5.1,0,-,5
111613-5,12,critical,tupa,36,46,C,S,R,46,S,S,C,11/16/13,13:07,10/9/08,5.1,0,-,5
111613-6,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/16/13,,1/17/08,5.83,1,-,5
111613-6,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/16/13,,1/17/08,5.83,1,-,5
111613-6,3,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/16/13,,1/17/08,5.83,1,-,5
111613-6,4,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/16/13,,1/17/08,5.83,1,-,5
111613-6,5,critical,tibu,53,15,C,S,L,53,C,S,I,11/16/13,,1/17/08,5.83,1,-,5
111613-6,6,critical,tupabugorn,38,3,C,S,L,38,C,L,C,11/16/13,,1/17/08,5.83,1,-,5
111613-6,7,critical,bapidokum,52,22,C,S,L,52,C,L,C,11/16/13,,1/17/08,5.83,1,-,5
111613-6,8,critical,kiba,23,29,C,S,L,23,C,S,I,11/16/13,,1/17/08,5.83,1,-,5
111613-6,9,critical,fepolopus,35,6,C,S,R,6,S,L,I,11/16/13,,1/17/08,5.83,1,-,5
111613-6,10,critical,mipa,59,43,S,C,L,59,S,S,C,11/16/13,,1/17/08,5.83,1,-,5
111613-6,11,critical,gaburatum,51,57,C,S,R,57,S,L,I,11/16/13,,1/17/08,5.83,1,-,5
111613-6,12,critical,paku,33,19,C,S,R,19,S,S,C,11/16/13,,1/17/08,5.83,1,-,5
111613-7,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/16/13,14:39,4/21/08,5.57,0,-,5
111613-7,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/16/13,14:40,4/21/08,5.57,0,-,5
111613-7,3,critical,mipatorun,15,23,S,C,R,23,C,L,C,11/16/13,14:40,4/21/08,5.57,0,-,5
111613-7,4,critical,kiba,46,33,S,C,L,46,S,S,C,11/16/13,14:40,4/21/08,5.57,0,-,5
111613-7,5,critical,bapidokum,43,6,C,S,L,43,C,L,C,11/16/13,14:40,4/21/08,5.57,0,-,5
111613-7,6,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/16/13,14:40,4/21/08,5.57,0,-,5
